strain,replicate,time,od
H01,11,75,0.001
H01,11,90,0.001
H01,11,105,0.001
H01,11,120,0.001
H01,11,135,0.001
H01,11,150,0.001
H01,11,165,0.001
H01,11,180,0.001
H01,11,195,0.002
H01,11,210,0.003
H01,11,225,0.004
H01,11,240,0.006
H01,11,255,0.008
H01,11,270,0.01
H01,11,285,0.013
H01,11,300,0.017
H01,11,315,0.018
H01,11,330,0.023
H01,11,345,0.027
H01,11,360,0.032
H01,11,375,0.037
H01,11,390,0.042
H01,11,405,0.048
H01,11,420,0.059
H01,11,435,0.067
H01,11,450,0.073
H01,11,465,0.075
H01,11,480,0.077
H01,11,495,0.076
H01,11,510,0.076
H01,11,525,0.076
H01,11,540,0.077
H01,11,555,0.079
H01,11,570,0.082
H01,11,585,0.084
H01,11,600,0.088
H01,11,615,0.093
H01,11,630,0.099
H01,11,645,0.103
H01,11,660,0.11
H01,11,675,0.12
H01,11,690,0.122
H01,11,705,0.122
H01,11,720,0.139
H01,11,735,0.168
H01,11,750,0.192
H01,11,765,0.214
H01,11,780,0.225
H01,11,795,0.24
H01,11,810,0.245
H01,11,825,0.256
H01,11,840,0.257
H01,11,855,0.26
H01,11,870,0.262
H01,11,885,0.263
H01,11,900,0.264
H01,11,915,0.265
H01,11,930,0.265
H01,11,945,0.264
H01,11,960,0.265
H01,11,975,0.264
H01,11,990,0.264
H01,11,1005,0.263
H01,11,1020,0.262
H01,11,1035,0.262
H01,11,1050,0.261
H01,11,1065,0.26
H01,11,1080,0.259
H01,11,1095,0.263
H01,11,1110,0.258
H01,11,1125,0.253
H01,11,1140,0.255
H01,11,1155,0.25
H01,12,15,0.001
H01,12,30,0.001
H01,12,45,0.001
H01,12,60,0.001
H01,12,75,0.001
H01,12,90,0.001
H01,12,105,0.001
H01,12,120,0.001
H01,12,135,0.001
H01,12,150,0.001
H01,12,165,0.001
H01,12,180,0.001
H01,12,195,0.002
H01,12,210,0.003
H01,12,225,0.007
H01,12,240,0.009
H01,12,255,0.012
H01,12,270,0.01
H01,12,285,0.013
H01,12,300,0.025
H01,12,315,0.029
H01,12,330,0.023
H01,12,345,0.029
H01,12,360,0.042
H01,12,375,0.048
H01,12,390,0.038
H01,12,405,0.043
H01,12,420,0.048
H01,12,435,0.057
H01,12,450,0.072
H01,12,465,0.08
H01,12,480,0.082
H01,12,495,0.081
H01,12,510,0.079
H01,12,525,0.076
H01,12,540,0.075
H01,12,555,0.074
H01,12,570,0.076
H01,12,585,0.079
H01,12,600,0.08
H01,12,615,0.083
H01,12,630,0.088
H01,12,645,0.093
H01,12,660,0.099
H01,12,675,0.104
H01,12,690,0.105
H01,12,705,0.11
H01,12,720,0.135
H01,12,735,0.138
H01,12,750,0.16
H01,12,765,0.175
H01,12,780,0.19
H01,12,795,0.203
H01,12,810,0.216
H01,12,825,0.22
H01,12,840,0.227
H01,12,855,0.233
H01,12,870,0.237
H01,12,885,0.242
H01,12,900,0.246
H01,12,915,0.248
H01,12,930,0.25
H01,12,945,0.251
H01,12,960,0.253
H01,12,975,0.254
H01,12,990,0.255
H01,12,1005,0.255
H01,12,1020,0.254
H01,12,1035,0.254
H01,12,1050,0.253
H01,12,1065,0.253
H01,12,1080,0.252
H01,12,1095,0.252
H01,12,1110,0.252
H01,12,1125,0.249
H01,12,1140,0.259
H01,12,1155,0.246
H01,13,15,0.001
H01,13,30,0.001
H01,13,45,0.001
H01,13,60,0.001
H01,13,75,0.001
H01,13,90,0.001
H01,13,105,0.001
H01,13,120,0.001
H01,13,135,0.001
H01,13,150,0.002
H01,13,165,0.002
H01,13,180,0.003
H01,13,195,0.004
H01,13,210,0.005
H01,13,225,0.005
H01,13,240,0.007
H01,13,255,0.008
H01,13,270,0.011
H01,13,285,0.013
H01,13,300,0.016
H01,13,315,0.019
H01,13,330,0.023
H01,13,345,0.027
H01,13,360,0.031
H01,13,375,0.036
H01,13,390,0.04
H01,13,405,0.045
H01,13,420,0.054
H01,13,435,0.063
H01,13,450,0.068
H01,13,465,0.07
H01,13,480,0.072
H01,13,495,0.071
H01,13,510,0.073
H01,13,525,0.074
H01,13,540,0.076
H01,13,555,0.079
H01,13,570,0.081
H01,13,585,0.084
H01,13,600,0.089
H01,13,615,0.093
H01,13,630,0.098
H01,13,645,0.104
H01,13,660,0.109
H01,13,675,0.113
H01,13,690,0.115
H01,13,705,0.124
H01,13,720,0.151
H01,13,735,0.167
H01,13,750,0.182
H01,13,765,0.194
H01,13,780,0.206
H01,13,795,0.213
H01,13,810,0.221
H01,13,825,0.228
H01,13,840,0.234
H01,13,855,0.241
H01,13,870,0.241
H01,13,885,0.245
H01,13,900,0.246
H01,13,915,0.248
H01,13,930,0.25
H01,13,945,0.251
H01,13,960,0.251
H01,13,975,0.252
H01,13,990,0.253
H01,13,1005,0.253
H01,13,1020,0.252
H01,13,1035,0.251
H01,13,1050,0.251
H01,13,1065,0.251
H01,13,1080,0.25
H01,13,1095,0.25
H01,13,1110,0.249
H01,13,1125,0.246
H01,13,1140,0.246
H01,13,1155,0.245
H01,14,15,0.004
H01,14,30,0.004
H01,14,45,0.004
H01,14,60,0.004
H01,14,75,0.005
H01,14,90,0.003
H01,14,105,0.003
H01,14,120,0.006
H01,14,135,0.008
H01,14,150,0.008
H01,14,165,0.007
H01,14,180,0.008
H01,14,195,0.008
H01,14,210,0.009
H01,14,225,0.016
H01,14,240,0.021
H01,14,255,0.021
H01,14,270,0.023
H01,14,285,0.028
H01,14,300,0.032
H01,14,315,0.039
H01,14,330,0.039
H01,14,345,0.035
H01,14,360,0.041
H01,14,375,0.046
H01,14,390,0.054
H01,14,405,0.062
H01,14,420,0.069
H01,14,435,0.078
H01,14,450,0.091
H01,14,465,0.1
H01,14,480,0.103
H01,14,495,0.104
H01,14,510,0.105
H01,14,525,0.108
H01,14,540,0.151
H01,14,555,0.155
H01,14,570,0.167
H01,14,585,0.166
H01,14,600,0.152
H01,14,615,0.155
H01,14,630,0.161
H01,14,645,0.167
H01,14,660,0.206
H01,14,675,0.175
H01,14,690,0.181
H01,14,705,0.212
H01,14,720,0.215
H01,14,735,0.218
H01,14,750,0.196
H01,14,765,0.197
H01,14,780,0.203
H01,14,795,0.207
H01,14,810,0.21
H01,14,825,0.213
H01,14,840,0.207
H01,14,855,0.203
H01,14,870,0.211
H01,14,885,0.216
H01,14,900,0.207
H01,14,915,0.216
H01,14,930,0.21
H01,14,945,0.211
H01,14,960,0.213
H01,14,975,0.222
H01,14,990,0.224
H01,14,1005,0.224
H01,14,1020,0.223
H01,14,1035,0.221
H01,14,1050,0.224
H01,14,1065,0.222
H01,14,1080,0.221
H01,14,1095,0.221
H01,14,1110,0.22
H01,14,1125,0.221
H01,14,1140,0.22
H01,14,1155,0.222
H01,15,15,0.001
H01,15,30,0.001
H01,15,45,0.001
H01,15,60,0.001
H01,15,75,0.001
H01,15,90,0.001
H01,15,105,0.001
H01,15,120,0.001
H01,15,135,0.002
H01,15,150,0.003
H01,15,165,0.004
H01,15,180,0.006
H01,15,195,0.007
H01,15,210,0.009
H01,15,225,0.01
H01,15,240,0.013
H01,15,255,0.015
H01,15,270,0.018
H01,15,285,0.022
H01,15,300,0.025
H01,15,315,0.03
H01,15,330,0.035
H01,15,345,0.039
H01,15,360,0.044
H01,15,375,0.05
H01,15,390,0.057
H01,15,405,0.065
H01,15,420,0.072
